Wavenumbers,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,,,,,,,,,,
2362.372,-3.35E-04,-2.81E-04,-2.07E-04,-2.90E-04,-3.03E-04,-2.42E-04,-1.67E-04,-1.73E-04,-1.24E-04,-1.24E-04,-8.03E-05,-7.81E-05,-6.72E-05,-2.94E-05,1.21E-05,-7.05E-05,,,,,,,,,,
2362.854,-3.35E-04,-2.77E-04,-2.06E-04,-2.80E-04,-2.88E-04,-2.47E-04,-1.65E-04,-1.55E-04,-1.22E-04,-1.22E-04,-7.43E-05,-7.51E-05,-7.04E-05,-3.74E-05,8.75E-06,-5.76E-05,,,,,,,,,,
2363.336,-3.28E-04,-2.65E-04,-1.99E-04,-2.63E-04,-2.68E-04,-2.46E-04,-1.59E-04,-1.35E-04,-1.15E-04,-1.15E-04,-6.40E-05,-6.89E-05,-6.73E-05,-4.14E-05,7.93E-06,-4.08E-05,,,,,,,,,,
2363.819,-3.18E-04,-2.48E-04,-1.90E-04,-2.43E-04,-2.46E-04,-2.41E-04,-1.50E-04,-1.13E-04,-1.05E-04,-1.05E-04,-5.14E-05,-6.08E-05,-5.94E-05,-4.10E-05,9.36E-06,-2.36E-05,,,,,,,,,,
2364.301,-3.03E-04,-2.29E-04,-1.78E-04,-2.24E-04,-2.26E-04,-2.34E-04,-1.42E-04,-9.25E-05,-9.53E-05,-9.53E-05,-3.86E-05,-5.25E-05,-4.94E-05,-3.67E-05,1.22E-05,-8.92E-06,,,,,,,,,,
2364.783,-2.89E-04,-2.10E-04,-1.67E-04,-2.09E-04,-2.08E-04,-2.27E-04,-1.36E-04,-7.68E-05,-8.65E-05,-8.65E-05,-2.76E-05,-4.55E-05,-4.03E-05,-3.00E-05,1.60E-05,9.80E-07,,,,,,,,,,
2365.265,-2.76E-04,-1.94E-04,-1.57E-04,-2.00E-04,-1.96E-04,-2.24E-04,-1.35E-04,-6.71E-05,-7.98E-05,-7.98E-05,-2.04E-05,-4.11E-05,-3.44E-05,-2.30E-05,1.92E-05,5.54E-06,,,,,,,,,,
2365.747,-2.69E-04,-1.81E-04,-1.50E-04,-1.95E-04,-1.89E-04,-2.24E-04,-1.38E-04,-6.35E-05,-7.56E-05,-7.56E-05,-1.75E-05,-3.93E-05,-3.29E-05,-1.78E-05,2.14E-05,5.65E-06,,,,,,,,,,
2366.229,-2.67E-04,-1.72E-04,-1.47E-04,-1.94E-04,-1.86E-04,-2.26E-04,-1.44E-04,-6.51E-05,-7.33E-05,-7.33E-05,-1.90E-05,-3.96E-05,-3.56E-05,-1.57E-05,2.19E-05,3.18E-06,,,,,,,,,,
2366.711,-2.72E-04,-1.65E-04,-1.50E-04,-1.93E-04,-1.86E-04,-2.27E-04,-1.52E-04,-6.99E-05,-7.26E-05,-7.26E-05,-2.40E-05,-4.15E-05,-4.13E-05,-1.71E-05,2.07E-05,-2.64E-07,,,,,,,,,,
2367.193,-2.81E-04,-1.62E-04,-1.59E-04,-1.90E-04,-1.87E-04,-2.28E-04,-1.61E-04,-7.61E-05,-7.33E-05,-7.33E-05,-3.18E-05,-4.38E-05,-4.83E-05,-2.17E-05,1.77E-05,-3.64E-06,,,,,,,,,,
2367.676,-2.92E-04,-1.63E-04,-1.73E-04,-1.86E-04,-1.88E-04,-2.27E-04,-1.68E-04,-8.16E-05,-7.53E-05,-7.53E-05,-4.12E-05,-4.62E-05,-5.50E-05,-2.87E-05,1.40E-05,-6.89E-06,,,,,,,,,,
2368.158,-3.02E-04,-1.67E-04,-1.90E-04,-1.81E-04,-1.89E-04,-2.24E-04,-1.73E-04,-8.53E-05,-7.87E-05,-7.87E-05,-5.13E-05,-4.84E-05,-6.02E-05,-3.70E-05,1.05E-05,-1.05E-05,,,,,,,,,,
2368.64,-3.08E-04,-1.75E-04,-2.08E-04,-1.76E-04,-1.88E-04,-2.22E-04,-1.76E-04,-8.67E-05,-8.33E-05,-8.33E-05,-6.14E-05,-5.08E-05,-6.36E-05,-4.59E-05,8.26E-06,-1.54E-05,,,,,,,,,,
2369.122,-3.08E-04,-1.85E-04,-2.24E-04,-1.74E-04,-1.87E-04,-2.20E-04,-1.78E-04,-8.61E-05,-8.82E-05,-8.82E-05,-7.05E-05,-5.40E-05,-6.52E-05,-5.46E-05,8.04E-06,-2.19E-05,,,,,,,,,,
2369.604,-3.02E-04,-1.97E-04,-2.35E-04,-1.73E-04,-1.86E-04,-2.19E-04,-1.77E-04,-8.36E-05,-9.24E-05,-9.24E-05,-7.71E-05,-5.82E-05,-6.53E-05,-6.26E-05,9.98E-06,-2.90E-05,,,,,,,,,,
2370.086,-2.90E-04,-2.07E-04,-2.39E-04,-1.74E-04,-1.86E-04,-2.18E-04,-1.74E-04,-7.99E-05,-9.49E-05,-9.49E-05,-8.04E-05,-6.36E-05,-6.46E-05,-6.95E-05,1.37E-05,-3.54E-05,,,,,,,,,,
2370.568,-2.74E-04,-2.15E-04,-2.36E-04,-1.74E-04,-1.84E-04,-2.16E-04,-1.68E-04,-7.57E-05,-9.53E-05,-9.53E-05,-7.94E-05,-7.00E-05,-6.36E-05,-7.47E-05,1.81E-05,-3.95E-05,,,,,,,,,,
2371.05,-2.57E-04,-2.19E-04,-2.25E-04,-1.73E-04,-1.82E-04,-2.09E-04,-1.59E-04,-7.15E-05,-9.37E-05,-9.37E-05,-7.38E-05,-7.69E-05,-6.30E-05,-7.77E-05,2.24E-05,-3.97E-05,,,,,,,,,,
2371.532,-2.39E-04,-2.18E-04,-2.10E-04,-1.68E-04,-1.78E-04,-1.99E-04,-1.47E-04,-6.79E-05,-9.09E-05,-9.09E-05,-6.42E-05,-8.29E-05,-6.27E-05,-7.80E-05,2.59E-05,-3.59E-05,,,,,,,,,,
2372.015,-2.21E-04,-2.12E-04,-1.91E-04,-1.60E-04,-1.71E-04,-1.84E-04,-1.33E-04,-6.56E-05,-8.80E-05,-8.80E-05,-5.21E-05,-8.72E-05,-6.24E-05,-7.54E-05,2.89E-05,-2.89E-05,,,,,,,,,,
2372.497,-2.05E-04,-2.03E-04,-1.72E-04,-1.50E-04,-1.61E-04,-1.66E-04,-1.16E-04,-6.52E-05,-8.61E-05,-8.61E-05,-3.97E-05,-8.95E-05,-6.20E-05,-7.07E-05,3.17E-05,-2.10E-05,,,,,,,,,,
2372.979,-1.90E-04,-1.92E-04,-1.55E-04,-1.39E-04,-1.49E-04,-1.48E-04,-9.71E-05,-6.71E-05,-8.59E-05,-8.59E-05,-2.95E-05,-8.95E-05,-6.10E-05,-6.47E-05,3.51E-05,-1.45E-05,,,,,,,,,,
2373.461,-1.76E-04,-1.82E-04,-1.43E-04,-1.30E-04,-1.35E-04,-1.33E-04,-7.79E-05,-7.10E-05,-8.76E-05,-8.76E-05,-2.38E-05,-8.79E-05,-5.90E-05,-5.89E-05,3.91E-05,-1.20E-05,,,,,,,,,,
2373.943,-1.64E-04,-1.73E-04,-1.35E-04,-1.24E-04,-1.22E-04,-1.21E-04,-5.92E-05,-7.68E-05,-9.13E-05,-9.13E-05,-2.35E-05,-8.58E-05,-5.62E-05,-5.46E-05,4.33E-05,-1.49E-05,,,,,,,,,,
2374.425,-1.55E-04,-1.67E-04,-1.33E-04,-1.21E-04,-1.13E-04,-1.15E-04,-4.28E-05,-8.34E-05,-9.74E-05,-9.74E-05,-2.90E-05,-8.41E-05,-5.29E-05,-5.25E-05,4.65E-05,-2.34E-05,,,,,,,,,,
2374.907,-1.49E-04,-1.62E-04,-1.36E-04,-1.21E-04,-1.09E-04,-1.15E-04,-3.02E-05,-8.99E-05,-1.06E-04,-1.06E-04,-3.94E-05,-8.39E-05,-4.98E-05,-5.25E-05,4.76E-05,-3.68E-05,,,,,,,,,,
2375.389,-1.48E-04,-1.58E-04,-1.42E-04,-1.21E-04,-1.09E-04,-1.18E-04,-2.25E-05,-9.50E-05,-1.16E-04,-1.16E-04,-5.25E-05,-8.52E-05,-4.75E-05,-5.34E-05,4.56E-05,-5.26E-05,,,,,,,,,,
2375.872,-1.51E-04,-1.54E-04,-1.49E-04,-1.21E-04,-1.13E-04,-1.25E-04,-2.09E-05,-9.80E-05,-1.29E-04,-1.29E-04,-6.63E-05,-8.81E-05,-4.65E-05,-5.36E-05,3.99E-05,-6.83E-05,,,,,,,,,,
2376.354,-1.57E-04,-1.47E-04,-1.56E-04,-1.18E-04,-1.19E-04,-1.34E-04,-2.52E-05,-9.86E-05,-1.43E-04,-1.43E-04,-7.86E-05,-9.19E-05,-4.66E-05,-5.16E-05,3.11E-05,-8.12E-05,,,,,,,,,,
2376.836,-1.66E-04,-1.37E-04,-1.60E-04,-1.10E-04,-1.25E-04,-1.43E-04,-3.47E-05,-9.72E-05,-1.56E-04,-1.56E-04,-8.80E-05,-9.58E-05,-4.76E-05,-4.70E-05,2.00E-05,-8.98E-05,,,,,,,,,,
2377.318,-1.76E-04,-1.26E-04,-1.60E-04,-9.91E-05,-1.28E-04,-1.50E-04,-4.80E-05,-9.46E-05,-1.69E-04,-1.69E-04,-9.41E-05,-9.96E-05,-4.84E-05,-4.01E-05,7.84E-06,-9.30E-05,,,,,,,,,,
2377.8,-1.85E-04,-1.15E-04,-1.56E-04,-8.56E-05,-1.29E-04,-1.56E-04,-6.30E-05,-9.18E-05,-1.78E-04,-1.78E-04,-9.68E-05,-1.03E-04,-4.83E-05,-3.24E-05,-4.71E-06,-9.17E-05,,,,,,,,,,
2378.282,-1.92E-04,-1.05E-04,-1.48E-04,-7.27E-05,-1.26E-04,-1.60E-04,-7.78E-05,-8.97E-05,-1.85E-04,-1.85E-04,-9.73E-05,-1.05E-04,-4.72E-05,-2.61E-05,-1.71E-05,-8.78E-05,,,,,,,,,,
2378.764,-1.96E-04,-9.87E-05,-1.38E-04,-6.31E-05,-1.20E-04,-1.61E-04,-9.04E-05,-8.86E-05,-1.89E-04,-1.89E-04,-9.63E-05,-1.08E-04,-4.50E-05,-2.32E-05,-2.94E-05,-8.33E-05,,,,,,,,,,
2379.246,-1.98E-04,-9.54E-05,-1.27E-04,-5.93E-05,-1.14E-04,-1.59E-04,-9.95E-05,-8.85E-05,-1.91E-04,-1.91E-04,-9.50E-05,-1.10E-04,-4.27E-05,-2.51E-05,-4.13E-05,-8.06E-05,,,,,,,,,,
2379.729,-1.98E-04,-9.48E-05,-1.17E-04,-6.23E-05,-1.06E-04,-1.54E-04,-1.04E-04,-8.86E-05,-1.93E-04,-1.93E-04,-9.36E-05,-1.11E-04,-4.12E-05,-3.19E-05,-5.23E-05,-8.08E-05,,,,,,,,,,
2380.211,-1.95E-04,-9.54E-05,-1.08E-04,-7.18E-05,-9.92E-05,-1.47E-04,-1.04E-04,-8.82E-05,-1.94E-04,-1.94E-04,-9.19E-05,-1.11E-04,-4.11E-05,-4.31E-05,-6.12E-05,-8.39E-05,,,,,,,,,,
2380.693,-1.89E-04,-9.56E-05,-1.01E-04,-8.64E-05,-9.35E-05,-1.38E-04,-1.00E-04,-8.70E-05,-1.95E-04,-1.95E-04,-9.00E-05,-1.08E-04,-4.32E-05,-5.72E-05,-6.73E-05,-8.96E-05,,,,,,,,,,
2381.175,-1.81E-04,-9.49E-05,-9.54E-05,-1.04E-04,-8.98E-05,-1.27E-04,-9.43E-05,-8.47E-05,-1.94E-04,-1.94E-04,-8.73E-05,-1.04E-04,-4.71E-05,-7.27E-05,-6.99E-05,-9.61E-05,,,,,,,,,,
2381.657,-1.68E-04,-9.31E-05,-8.99E-05,-1.21E-04,-8.87E-05,-1.17E-04,-8.86E-05,-8.15E-05,-1.91E-04,-1.91E-04,-8.36E-05,-9.82E-05,-5.25E-05,-8.82E-05,-6.93E-05,-1.02E-04,,,,,,,,,,
2382.139,-1.51E-04,-9.13E-05,-8.41E-05,-1.35E-04,-9.04E-05,-1.06E-04,-8.50E-05,-7.77E-05,-1.83E-04,-1.83E-04,-7.86E-05,-9.16E-05,-5.81E-05,-1.02E-04,-6.70E-05,-1.07E-04,,,,,,,,,,
2382.621,-1.31E-04,-9.10E-05,-7.74E-05,-1.45E-04,-9.41E-05,-9.61E-05,-8.51E-05,-7.35E-05,-1.71E-04,-1.71E-04,-7.24E-05,-8.56E-05,-6.31E-05,-1.13E-04,-6.51E-05,-1.10E-04,,,,,,,,,,
2383.103,-1.08E-04,-9.28E-05,-6.88E-05,-1.49E-04,-9.85E-05,-8.65E-05,-8.92E-05,-6.84E-05,-1.55E-04,-1.55E-04,-6.51E-05,-8.20E-05,-6.66E-05,-1.20E-04,-6.52E-05,-1.11E-04,,,,,,,,,,
2383.585,-8.51E-05,-9.63E-05,-5.83E-05,-1.47E-04,-1.01E-04,-7.73E-05,-9.60E-05,-6.21E-05,-1.36E-04,-1.36E-04,-5.68E-05,-8.17E-05,-6.82E-05,-1.22E-04,-6.88E-05,-1.12E-04,,,,,,,,,,
2384.068,-6.44E-05,-9.99E-05,-4.61E-05,-1.39E-04,-1.00E-04,-6.89E-05,-1.03E-04,-5.38E-05,-1.14E-04,-1.14E-04,-4.78E-05,-8.53E-05,-6.77E-05,-1.18E-04,-7.52E-05,-1.11E-04,,,,,,,,,,
2384.55,-4.88E-05,-1.01E-04,-3.31E-05,-1.27E-04,-9.36E-05,-6.16E-05,-1.08E-04,-4.31E-05,-9.32E-05,-9.32E-05,-3.85E-05,-9.23E-05,-6.56E-05,-1.08E-04,-8.29E-05,-1.08E-04,,,,,,,,,,
2385.032,-4.07E-05,-9.88E-05,-2.08E-05,-1.11E-04,-8.16E-05,-5.64E-05,-1.08E-04,-3.08E-05,-7.34E-05,-7.34E-05,-3.00E-05,-1.01E-04,-6.24E-05,-9.43E-05,-8.90E-05,-1.02E-04,,,,,,,,,,
2385.514,-4.14E-05,-9.09E-05,-1.16E-05,-9.47E-05,-6.52E-05,-5.35E-05,-1.02E-04,-1.81E-05,-5.59E-05,-5.59E-05,-2.32E-05,-1.10E-04,-5.87E-05,-7.82E-05,-9.09E-05,-9.40E-05,,,,,,,,,,
2385.996,-5.05E-05,-7.82E-05,-7.07E-06,-7.96E-05,-4.64E-05,-5.31E-05,-9.06E-05,-6.78E-06,-4.08E-05,-4.08E-05,-1.92E-05,-1.17E-04,-5.51E-05,-6.26E-05,-8.64E-05,-8.25E-05,,,,,,,,,,
2386.478,-6.66E-05,-6.24E-05,-8.22E-06,-6.74E-05,-2.75E-05,-5.45E-05,-7.47E-05,1.15E-06,-2.80E-05,-2.80E-05,-1.87E-05,-1.20E-04,-5.20E-05,-5.04E-05,-7.56E-05,-6.92E-05,,,,,,,,,,
2386.96,-8.63E-05,-4.60E-05,-1.40E-05,-5.84E-05,-9.99E-06,-5.61E-05,-5.66E-05,4.27E-06,-1.67E-05,-1.67E-05,-2.18E-05,-1.17E-04,-4.93E-05,-4.32E-05,-5.94E-05,-5.55E-05,,,,,,,,,,
2387.442,-1.06E-04,-3.12E-05,-2.21E-05,-5.18E-05,5.54E-06,-5.70E-05,-3.88E-05,2.35E-06,-6.83E-06,-6.83E-06,-2.76E-05,-1.09E-04,-4.72E-05,-4.12E-05,-4.06E-05,-4.31E-05,,,,,,,,,,
2387.925,-1.23E-04,-1.94E-05,-2.90E-05,-4.60E-05,1.95E-05,-5.60E-05,-2.26E-05,-3.45E-06,2.18E-06,2.18E-06,-3.47E-05,-9.71E-05,-4.56E-05,-4.36E-05,-2.26E-05,-3.35E-05,,,,,,,,,,
2388.407,-1.34E-04,-1.08E-05,-3.10E-05,-3.90E-05,3.28E-05,-5.29E-05,-8.78E-06,-1.14E-05,9.99E-06,9.99E-06,-4.11E-05,-8.27E-05,-4.41E-05,-4.88E-05,-8.24E-06,-2.71E-05,,,,,,,,,,
2388.889,-1.39E-04,-4.92E-06,-2.57E-05,-2.91E-05,4.56E-05,-4.82E-05,2.82E-06,-1.92E-05,1.62E-05,1.62E-05,-4.51E-05,-6.86E-05,-4.29E-05,-5.49E-05,4.06E-07,-2.39E-05,,,,,,,,,,
2389.371,-1.38E-04,-6.73E-07,-1.28E-05,-1.61E-05,5.69E-05,-4.33E-05,1.26E-05,-2.45E-05,1.99E-05,1.99E-05,-4.59E-05,-5.74E-05,-4.24E-05,-6.03E-05,2.58E-06,-2.30E-05,,,,,,,,,,
2389.853,-1.32E-04,3.14E-06,6.14E-06,-1.20E-06,6.53E-05,-3.95E-05,2.13E-05,-2.62E-05,2.03E-05,2.03E-05,-4.29E-05,-5.08E-05,-4.24E-05,-6.41E-05,-7.23E-07,-2.34E-05,,,,,,,,,,
2390.335,-1.24E-04,6.71E-06,2.75E-05,1.38E-05,6.92E-05,-3.78E-05,2.92E-05,-2.35E-05,1.70E-05,1.70E-05,-3.66E-05,-4.92E-05,-4.32E-05,-6.57E-05,-7.74E-06,-2.43E-05,,,,,,,,,,
2390.817,-1.16E-04,9.95E-06,4.71E-05,2.62E-05,6.74E-05,-3.84E-05,3.63E-05,-1.73E-05,1.02E-05,1.02E-05,-2.83E-05,-5.19E-05,-4.50E-05,-6.49E-05,-1.60E-05,-2.58E-05,,,,,,,,,,
2391.299,-1.09E-04,1.22E-05,6.11E-05,3.43E-05,6.06E-05,-4.07E-05,4.27E-05,-8.59E-06,1.28E-06,1.28E-06,-1.87E-05,-5.63E-05,-4.71E-05,-6.12E-05,-2.33E-05,-2.75E-05,,,,,,,,,,
2391.781,-1.03E-04,1.33E-05,6.79E-05,3.79E-05,5.10E-05,-4.36E-05,4.83E-05,1.41E-06,-7.88E-06,-7.88E-06,-9.02E-06,-5.99E-05,-4.91E-05,-5.43E-05,-2.78E-05,-2.94E-05,,,,,,,,,,
2392.264,-9.70E-05,1.28E-05,6.72E-05,3.79E-05,4.18E-05,-4.59E-05,5.34E-05,1.09E-05,-1.51E-05,-1.51E-05,4.58E-07,-5.99E-05,-5.01E-05,-4.42E-05,-2.91E-05,-3.11E-05,,,,,,,,,,
2392.746,-9.09E-05,1.07E-05,6.00E-05,3.62E-05,3.58E-05,-4.73E-05,5.75E-05,1.85E-05,-1.91E-05,-1.91E-05,9.34E-06,-5.55E-05,-5.00E-05,-3.22E-05,-2.84E-05,-3.22E-05,,,,,,,,,,
2393.228,-8.50E-05,7.27E-06,4.86E-05,3.48E-05,3.48E-05,-4.77E-05,6.06E-05,2.32E-05,-1.88E-05,-1.88E-05,1.73E-05,-4.66E-05,-4.89E-05,-1.98E-05,-2.67E-05,-3.24E-05,,,,,,,,,,
2393.71,-7.99E-05,2.97E-06,3.51E-05,3.48E-05,3.84E-05,-4.76E-05,6.18E-05,2.38E-05,-1.51E-05,-1.51E-05,2.41E-05,-3.52E-05,-4.79E-05,-9.61E-06,-2.63E-05,-3.19E-05,,,,,,,,,,
2394.192,-7.65E-05,-1.63E-06,2.12E-05,3.64E-05,4.50E-05,-4.73E-05,6.01E-05,2.05E-05,-9.20E-06,-9.20E-06,2.95E-05,-2.37E-05,-4.78E-05,-4.00E-06,-2.80E-05,-3.15E-05,,,,,,,,,,
2394.674,-7.57E-05,-5.97E-06,7.95E-06,3.82E-05,5.13E-05,-4.71E-05,5.46E-05,1.36E-05,-3.05E-06,-3.05E-06,3.28E-05,-1.49E-05,-4.99E-05,-4.79E-06,-3.24E-05,-3.21E-05,,,,,,,,,,
2395.156,-7.71E-05,-9.53E-06,-4.16E-06,3.85E-05,5.43E-05,-4.64E-05,4.47E-05,4.14E-06,1.59E-06,1.59E-06,3.37E-05,-1.08E-05,-5.49E-05,-1.21E-05,-3.87E-05,-3.49E-05,,,,,,,,,,
2395.638,-7.99E-05,-1.17E-05,-1.46E-05,3.62E-05,5.21E-05,-4.46E-05,3.08E-05,-6.60E-06,3.85E-06,3.85E-06,3.20E-05,-1.19E-05,-6.20E-05,-2.47E-05,-4.49E-05,-4.01E-05,,,,,,,,,,
2396.121,-8.19E-05,-1.23E-05,-2.32E-05,3.06E-05,4.45E-05,-4.10E-05,1.44E-05,-1.69E-05,3.67E-06,3.67E-06,2.76E-05,-1.73E-05,-7.06E-05,-3.98E-05,-4.91E-05,-4.71E-05,,,,,,,,,,
2396.603,-8.09E-05,-1.13E-05,-2.98E-05,2.21E-05,3.24E-05,-3.53E-05,-2.43E-06,-2.53E-05,1.37E-06,1.37E-06,2.12E-05,-2.55E-05,-7.85E-05,-5.39E-05,-4.97E-05,-5.42E-05,,,,,,,,,,
2397.085,-7.55E-05,-9.10E-06,-3.44E-05,1.20E-05,1.80E-05,-2.84E-05,-1.75E-05,-3.10E-05,-2.14E-06,-2.14E-06,1.31E-05,-3.38E-05,-8.38E-05,-6.41E-05,-4.65E-05,-5.89E-05,,,,,,,,,,
2397.567,-6.53E-05,-6.33E-06,-3.65E-05,2.18E-06,3.73E-06,-2.07E-05,-2.85E-05,-3.33E-05,-6.01E-06,-6.01E-06,4.69E-06,-3.98E-05,-8.45E-05,-6.80E-05,-3.97E-05,-5.94E-05,,,,,,,,,,
2398.049,-5.16E-05,-4.00E-06,-3.64E-05,-5.79E-06,-7.90E-06,-1.36E-05,-3.39E-05,-3.24E-05,-9.38E-06,-9.38E-06,-2.75E-06,-4.17E-05,-7.93E-05,-6.49E-05,-3.10E-05,-5.44E-05,,,,,,,,,,
2398.531,-3.61E-05,-2.44E-06,-3.33E-05,-1.04E-05,-1.50E-05,-7.60E-06,-3.30E-05,-2.83E-05,-1.14E-05,-1.14E-05,-7.75E-06,-3.82E-05,-6.75E-05,-5.48E-05,-2.18E-05,-4.41E-05,,,,,,,,,,
2399.013,-2.14E-05,-1.62E-06,-2.68E-05,-1.10E-05,-1.61E-05,-2.98E-06,-2.62E-05,-2.12E-05,-1.13E-05,-1.13E-05,-8.86E-06,-2.94E-05,-4.96E-05,-3.88E-05,-1.33E-05,-3.03E-05,,,,,,,,,,
2399.495,-9.23E-06,-8.96E-07,-1.60E-05,-7.19E-06,-1.07E-05,8.66E-07,-1.47E-05,-1.13E-05,-7.91E-06,-7.91E-06,-4.94E-06,-1.52E-05,-2.69E-05,-1.85E-05,-5.86E-06,-1.49E-05,,,,,,,,,,
2399.978,-3.08E-07,7.36E-07,-7.34E-07,9.30E-07,1.41E-06,4.48E-06,-1.01E-07,8.04E-07,-5.55E-07,-5.55E-07,4.27E-06,2.94E-06,-7.90E-07,3.78E-06,6.65E-07,-2.16E-07,,,,,,,,,,
